task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
248	98/b189b8	36717491	NF_VEP:vep:splitVCF (246)	COMPLETED	0	2025-03-24 13:35:27.286	17m 45s	17m 22s	99.1%	26.4 MB	68.1 MB	11.7 GB	38.6 MB
359	51/1f1cad	36721030	NF_VEP:vep:runVEPonVCF (109)	COMPLETED	0	2025-03-24 13:46:21.793	6m 50s	6m 5s	97.8%	452 MB	469.6 MB	915.4 MB	856.4 MB
364	f3/7f6d41	36721295	NF_VEP:vep:runVEPonVCF (114)	COMPLETED	0	2025-03-24 13:46:56.834	6m 15s	5m 39s	97.4%	409.2 MB	427 MB	914.3 MB	846.3 MB
376	4b/f36342	36721553	NF_VEP:vep:runVEPonVCF (126)	COMPLETED	0	2025-03-24 13:47:31.733	6m	5m 34s	97.7%	367.2 MB	385.4 MB	891.4 MB	833 MB
385	f2/f425cf	36721759	NF_VEP:vep:runVEPonVCF (135)	COMPLETED	0	2025-03-24 13:48:02.302	5m 29s	4m 59s	97.4%	343.1 MB	361.1 MB	884.6 MB	825.1 MB
392	e2/547fc7	36722021	NF_VEP:vep:runVEPonVCF (142)	COMPLETED	0	2025-03-24 13:48:36.903	4m 55s	4m 50s	97.4%	366.4 MB	384.1 MB	962.2 MB	827.6 MB
371	4e/ecf686	36721337	NF_VEP:vep:runVEPonVCF (121)	COMPLETED	0	2025-03-24 13:47:02.274	6m 34s	6m 2s	97.4%	441.8 MB	459.9 MB	918.2 MB	857.9 MB
245	2d/f9d9e9	36717488	NF_VEP:vep:splitVCF (243)	COMPLETED	0	2025-03-24 13:35:26.993	18m 15s	17m 26s	98.4%	26.3 MB	68.1 MB	11.7 GB	36.8 MB
244	5a/d0f37d	36717487	NF_VEP:vep:splitVCF (242)	COMPLETED	0	2025-03-24 13:35:26.864	18m 15s	17m 32s	98.9%	26.2 MB	68.1 MB	11.7 GB	38.8 MB
372	a7/2ff438	36721338	NF_VEP:vep:runVEPonVCF (122)	COMPLETED	0	2025-03-24 13:47:02.363	6m 54s	6m 5s	97.5%	424.7 MB	442.6 MB	904.9 MB	846 MB
374	2a/0ede6b	36721427	NF_VEP:vep:runVEPonVCF (124)	COMPLETED	0	2025-03-24 13:47:21.775	6m 35s	6m 26s	97.4%	463 MB	480.9 MB	905.6 MB	847.8 MB
382	4e/924f03	36721756	NF_VEP:vep:runVEPonVCF (132)	COMPLETED	0	2025-03-24 13:48:01.946	5m 55s	5m 45s	98.1%	388.2 MB	406.1 MB	890.8 MB	832.2 MB
383	07/5e4367	36721757	NF_VEP:vep:runVEPonVCF (133)	COMPLETED	0	2025-03-24 13:48:02.078	5m 55s	5m 6s	98.0%	364 MB	382 MB	900.3 MB	839.9 MB
384	c8/71c313	36721758	NF_VEP:vep:runVEPonVCF (134)	COMPLETED	0	2025-03-24 13:48:02.165	5m 55s	5m 41s	97.7%	331.9 MB	349.9 MB	904 MB	845 MB
391	46/cdd40b	36721997	NF_VEP:vep:runVEPonVCF (141)	COMPLETED	0	2025-03-24 13:48:31.773	5m 25s	4m 51s	97.1%	388.6 MB	406.3 MB	895.8 MB	823.4 MB
387	88/8c2358	36721775	NF_VEP:vep:runVEPonVCF (137)	COMPLETED	0	2025-03-24 13:48:06.746	6m	5m 22s	97.7%	394.3 MB	412.2 MB	897 MB	838.5 MB
370	65/8cdd28	36721336	NF_VEP:vep:runVEPonVCF (120)	COMPLETED	0	2025-03-24 13:47:02.184	7m 10s	6m 30s	97.5%	456.6 MB	474.2 MB	905.1 MB	846.5 MB
377	38/a3c987	36721649	NF_VEP:vep:runVEPonVCF (127)	COMPLETED	0	2025-03-24 13:47:46.800	6m 25s	6m 12s	97.8%	378.7 MB	396.8 MB	914.4 MB	853.4 MB
386	25/052947	36721760	NF_VEP:vep:runVEPonVCF (136)	COMPLETED	0	2025-03-24 13:48:02.388	6m 10s	5m 49s	97.7%	346.1 MB	364.1 MB	893.6 MB	837.9 MB
388	e8/743823	36721856	NF_VEP:vep:runVEPonVCF (138)	COMPLETED	0	2025-03-24 13:48:16.824	5m 55s	5m 19s	97.7%	312.3 MB	330.2 MB	878.6 MB	818.4 MB
389	2d/eba3b4	36721918	NF_VEP:vep:runVEPonVCF (139)	COMPLETED	0	2025-03-24 13:48:26.747	5m 45s	5m 28s	97.5%	324 MB	342 MB	918.4 MB	856.4 MB
390	08/936d07	36722020	NF_VEP:vep:runVEPonVCF (140)	COMPLETED	0	2025-03-24 13:48:36.790	5m 55s	5m 25s	97.0%	382.2 MB	400.3 MB	960.5 MB	827.3 MB
397	b8/bf089f	36722178	NF_VEP:vep:runVEPonVCF (147)	COMPLETED	0	2025-03-24 13:48:56.779	5m 35s	5m 4s	97.4%	344.9 MB	363 MB	909.2 MB	845.8 MB
401	d5/16c89b	36722256	NF_VEP:vep:runVEPonVCF (151)	COMPLETED	0	2025-03-24 13:49:11.828	5m 20s	4m 53s	97.7%	332.7 MB	350.7 MB	903.6 MB	843 MB
398	13/fd417c	36722213	NF_VEP:vep:runVEPonVCF (148)	COMPLETED	0	2025-03-24 13:49:01.849	5m 35s	5m 3s	97.5%	309.3 MB	327.2 MB	877 MB	819.7 MB
399	a0/e30268	36722214	NF_VEP:vep:runVEPonVCF (149)	COMPLETED	0	2025-03-24 13:49:01.953	5m 35s	5m 30s	97.1%	500.9 MB	518.9 MB	919.4 MB	857.4 MB
396	08/97766d	36722124	NF_VEP:vep:runVEPonVCF (146)	COMPLETED	0	2025-03-24 13:48:52.046	5m 55s	5m 40s	97.2%	372.9 MB	391 MB	896 MB	836.9 MB
405	fa/52b9e3	36722565	NF_VEP:vep:runVEPonVCF (155)	COMPLETED	0	2025-03-24 13:49:56.917	4m 50s	4m 25s	97.8%	303.4 MB	321.2 MB	880.8 MB	821.7 MB
404	3a/17ea9d	36722587	NF_VEP:vep:runVEPonVCF (154)	COMPLETED	0	2025-03-24 13:50:01.799	5m	4m 51s	97.9%	384.7 MB	403 MB	883.5 MB	825.8 MB
406	d3/9c2081	36722635	NF_VEP:vep:runVEPonVCF (156)	COMPLETED	0	2025-03-24 13:50:06.751	4m 55s	4m 20s	98.1%	410.9 MB	428.9 MB	872.8 MB	814.7 MB
407	23/e0f4f0	36722636	NF_VEP:vep:runVEPonVCF (157)	COMPLETED	0	2025-03-24 13:50:06.862	4m 55s	4m 33s	97.9%	321.7 MB	339.8 MB	893.3 MB	833.6 MB
393	e8/2722d0	36722117	NF_VEP:vep:runVEPonVCF (143)	COMPLETED	0	2025-03-24 13:48:51.771	6m 20s	6m 1s	97.4%	354.2 MB	372.4 MB	955.1 MB	873.1 MB
395	f7/8fd668	36722120	NF_VEP:vep:runVEPonVCF (145)	COMPLETED	0	2025-03-24 13:48:51.943	6m 20s	6m 1s	97.6%	441.3 MB	459.2 MB	918.4 MB	857.5 MB
400	21/04f9a5	36722221	NF_VEP:vep:runVEPonVCF (150)	COMPLETED	0	2025-03-24 13:49:02.145	6m 10s	5m 31s	97.8%	404 MB	422.3 MB	954.7 MB	865.3 MB
402	88/c68bd3	36722563	NF_VEP:vep:runVEPonVCF (152)	COMPLETED	0	2025-03-24 13:49:56.774	5m 15s	4m 53s	97.7%	312.8 MB	330.5 MB	886.8 MB	827.1 MB
403	a8/847c82	36722564	NF_VEP:vep:runVEPonVCF (153)	COMPLETED	0	2025-03-24 13:49:56.854	5m 15s	4m 38s	97.8%	308.9 MB	326.8 MB	856.6 MB	799.5 MB
409	85/d5fa32	36722639	NF_VEP:vep:runVEPonVCF (159)	COMPLETED	0	2025-03-24 13:50:07.013	5m 30s	4m 56s	97.6%	284.3 MB	302 MB	885.5 MB	825.8 MB
