task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
86	82/c649e5	39187289	NF_VEP:vep:splitVCF (84)	COMPLETED	0	2025-03-28 22:09:38.767	18m 19s	17m 45s	99.0%	26.5 MB	68.1 MB	11.7 GB	38.9 MB
85	bb/100faa	39187293	NF_VEP:vep:splitVCF (83)	COMPLETED	0	2025-03-28 22:09:38.962	18m 19s	17m 42s	99.2%	26.5 MB	68.1 MB	11.7 GB	39.4 MB
87	c0/c3013d	39187296	NF_VEP:vep:splitVCF (85)	COMPLETED	0	2025-03-28 22:09:39.149	18m 19s	17m 47s	98.9%	26.7 MB	68.1 MB	11.7 GB	38.8 MB
88	d9/8ebb03	39187298	NF_VEP:vep:splitVCF (86)	COMPLETED	0	2025-03-28 22:09:39.304	18m 19s	17m 42s	99.2%	26.5 MB	68.1 MB	11.7 GB	38.6 MB
89	1f/6762d8	39187301	NF_VEP:vep:splitVCF (87)	COMPLETED	0	2025-03-28 22:09:39.480	18m 19s	17m 42s	99.2%	26.5 MB	68.1 MB	11.7 GB	38.9 MB
90	99/8d6dbe	39187304	NF_VEP:vep:splitVCF (88)	COMPLETED	0	2025-03-28 22:09:39.658	18m 19s	17m 46s	99.1%	26.4 MB	68.1 MB	11.7 GB	39 MB
8	2e/4cdf96	39187022	NF_VEP:vep:splitVCF (6)	COMPLETED	0	2025-03-28 22:09:23.498	18m 48s	18m 39s	95.8%	26.3 MB	68.1 MB	11.7 GB	39.4 MB
9	42/174638	39187026	NF_VEP:vep:splitVCF (7)	COMPLETED	0	2025-03-28 22:09:23.755	18m 48s	18m 39s	95.8%	26.3 MB	68.1 MB	11.7 GB	39.6 MB
10	41/de1c09	39187029	NF_VEP:vep:splitVCF (8)	COMPLETED	0	2025-03-28 22:09:24.016	18m 48s	18m 39s	95.8%	26.7 MB	68.1 MB	11.7 GB	39.4 MB
72	da/48a04c	39187251	NF_VEP:vep:splitVCF (70)	COMPLETED	0	2025-03-28 22:09:36.530	18m 35s	18m 18s	97.0%	26.5 MB	68.1 MB	11.7 GB	38.6 MB
82	c6/e75b0c	39187276	NF_VEP:vep:splitVCF (80)	COMPLETED	0	2025-03-28 22:09:38.101	18m 34s	18m 18s	97.6%	26.5 MB	68.1 MB	11.7 GB	38.2 MB
39	39/6223b7	39187152	NF_VEP:vep:splitVCF (37)	COMPLETED	0	2025-03-28 22:09:30.582	19m 6s	18m 18s	96.0%	26.9 MB	68.1 MB	11.7 GB	38.9 MB
37	7c/4a01fe	39187144	NF_VEP:vep:splitVCF (35)	COMPLETED	0	2025-03-28 22:09:30.209	19m 6s	18m 18s	96.0%	26.5 MB	68.1 MB	11.7 GB	38.4 MB
38	1e/506569	39187147	NF_VEP:vep:splitVCF (36)	COMPLETED	0	2025-03-28 22:09:30.390	19m 6s	18m 18s	95.9%	26.4 MB	68.1 MB	11.7 GB	37.9 MB
40	1e/acdfc3	39187155	NF_VEP:vep:splitVCF (38)	COMPLETED	0	2025-03-28 22:09:30.736	19m 6s	18m 18s	96.1%	26.7 MB	68.1 MB	11.7 GB	39.3 MB
68	0c/aac392	39187238	NF_VEP:vep:splitVCF (66)	COMPLETED	0	2025-03-28 22:09:35.751	19m 16s	18m 10s	96.3%	26.7 MB	68.1 MB	11.7 GB	38.6 MB
73	64/e56173	39187254	NF_VEP:vep:splitVCF (71)	COMPLETED	0	2025-03-28 22:09:36.720	19m 15s	18m 18s	97.0%	26.5 MB	68.1 MB	11.7 GB	38.4 MB
75	80/c6de4a	39187257	NF_VEP:vep:splitVCF (73)	COMPLETED	0	2025-03-28 22:09:36.908	19m 15s	18m 18s	97.4%	26.4 MB	68.1 MB	11.7 GB	38.6 MB
74	7d/5c9fd4	39187260	NF_VEP:vep:splitVCF (72)	COMPLETED	0	2025-03-28 22:09:37.085	19m 15s	18m 18s	97.1%	26.7 MB	68.1 MB	11.7 GB	38.4 MB
76	f5/6adbb2	39187262	NF_VEP:vep:splitVCF (74)	COMPLETED	0	2025-03-28 22:09:37.229	19m 15s	18m 18s	97.0%	26.5 MB	68.1 MB	11.7 GB	38.8 MB
77	5a/db47c9	39187265	NF_VEP:vep:splitVCF (75)	COMPLETED	0	2025-03-28 22:09:37.386	19m 14s	18m 18s	97.0%	26.5 MB	68.1 MB	11.7 GB	38.9 MB
78	0d/4ccf77	39187268	NF_VEP:vep:splitVCF (76)	COMPLETED	0	2025-03-28 22:09:37.534	19m 14s	18m 18s	97.1%	26.3 MB	68.1 MB	11.7 GB	39 MB
79	5f/3b934e	39187271	NF_VEP:vep:splitVCF (77)	COMPLETED	0	2025-03-28 22:09:37.747	19m 14s	18m 18s	97.1%	26.5 MB	68.1 MB	11.7 GB	38.9 MB
80	15/4e3c4a	39187274	NF_VEP:vep:splitVCF (78)	COMPLETED	0	2025-03-28 22:09:37.917	19m 14s	18m 18s	97.0%	26.5 MB	68.1 MB	11.7 GB	39.2 MB
4	87/6c3f25	39187006	NF_VEP:vep:splitVCF (2)	COMPLETED	0	2025-03-28 22:09:22.422	19m 34s	18m 39s	95.9%	26.6 MB	68.1 MB	11.7 GB	38.4 MB
6	14/ee4d21	39187010	NF_VEP:vep:splitVCF (4)	COMPLETED	0	2025-03-28 22:09:22.693	19m 34s	18m 39s	95.8%	26.4 MB	68.1 MB	11.7 GB	39.3 MB
5	45/b7a978	39187013	NF_VEP:vep:splitVCF (3)	COMPLETED	0	2025-03-28 22:09:22.923	19m 34s	18m 39s	95.8%	26.5 MB	68.1 MB	11.7 GB	38.3 MB
7	36/9caa3a	39187017	NF_VEP:vep:splitVCF (5)	COMPLETED	0	2025-03-28 22:09:23.168	19m 34s	18m 39s	95.8%	26.7 MB	68.1 MB	11.7 GB	39.2 MB
107	97/a27f8c	39203957	NF_VEP:vep:splitVCF (105)	COMPLETED	0	2025-03-28 22:25:57.104	16m	15m 49s	99.1%	26.6 MB	70.1 MB	11.7 GB	38.5 MB
103	b7/662525	39203411	NF_VEP:vep:splitVCF (101)	COMPLETED	0	2025-03-28 22:25:27.044	17m 30s	17m 2s	96.2%	26.7 MB	68.1 MB	11.7 GB	38.9 MB
106	38/b51809	39203954	NF_VEP:vep:splitVCF (104)	COMPLETED	0	2025-03-28 22:25:56.963	17m	16m 34s	99.2%	26.5 MB	68.1 MB	11.7 GB	38.2 MB
109	31/d5f76e	39204519	NF_VEP:vep:splitVCF (107)	COMPLETED	0	2025-03-28 22:26:22.035	16m 35s	16m 13s	99.4%	26.4 MB	68.1 MB	11.7 GB	38.9 MB
104	1b/f8c8bd	39203415	NF_VEP:vep:splitVCF (102)	COMPLETED	0	2025-03-28 22:25:27.301	17m 59s	17m 37s	99.3%	26.7 MB	68.1 MB	11.7 GB	38.6 MB
105	98/634a94	39203650	NF_VEP:vep:splitVCF (103)	COMPLETED	0	2025-03-28 22:25:41.987	18m 15s	18m 1s	99.4%	26.5 MB	68.1 MB	11.7 GB	38.5 MB
108	19/28a5ed	39204516	NF_VEP:vep:splitVCF (106)	COMPLETED	0	2025-03-28 22:26:21.880	17m 55s	17m 44s	99.4%	26 MB	68.1 MB	11.7 GB	39.4 MB
112	67/e25d0d	39205223	NF_VEP:vep:splitVCF (110)	COMPLETED	0	2025-03-28 22:26:56.943	17m 20s	17m	99.7%	26.4 MB	68.1 MB	11.7 GB	38.4 MB
115	34/59bd21	39205226	NF_VEP:vep:splitVCF (113)	COMPLETED	0	2025-03-28 22:26:57.186	17m 20s	17m 16s	97.3%	26.6 MB	70.1 MB	11.7 GB	38.6 MB
114	7b/e4b9a7	39205228	NF_VEP:vep:splitVCF (112)	COMPLETED	0	2025-03-28 22:26:57.377	17m 19s	17m 3s	99.1%	26.6 MB	68.1 MB	11.7 GB	38.1 MB
165	e5/12c996	39206301	NF_VEP:vep:splitVCF (163)	COMPLETED	0	2025-03-28 22:27:57.626	16m 19s	16m 4s	97.9%	26.2 MB	68.1 MB	11.7 GB	37.7 MB
170	07/7d00e8	39206311	NF_VEP:vep:splitVCF (168)	COMPLETED	0	2025-03-28 22:27:58.278	16m 19s	16m 15s	98.2%	26.8 MB	68.1 MB	11.7 GB	39.1 MB
169	85/5fcb3b	39206316	NF_VEP:vep:splitVCF (167)	COMPLETED	0	2025-03-28 22:27:58.450	16m 19s	16m 15s	98.2%	26.6 MB	68.1 MB	11.7 GB	39.9 MB
120	03/18d15b	39205268	NF_VEP:vep:splitVCF (118)	COMPLETED	0	2025-03-28 22:27:01.856	17m 20s	17m 12s	93.5%	26.5 MB	68.1 MB	11.7 GB	38.4 MB
111	c7/ea1b83	39204716	NF_VEP:vep:splitVCF (109)	COMPLETED	0	2025-03-28 22:26:32.130	18m 5s	17m 35s	99.3%	26.6 MB	68.1 MB	11.7 GB	38.2 MB
110	4c/3a03c9	39204718	NF_VEP:vep:splitVCF (108)	COMPLETED	0	2025-03-28 22:26:32.273	18m 4s	17m 51s	99.3%	26.5 MB	68.1 MB	11.7 GB	38.6 MB
150	bd/94fb0c	39206138	NF_VEP:vep:splitVCF (148)	COMPLETED	0	2025-03-28 22:27:47.251	16m 59s	16m 32s	97.7%	26.1 MB	68.1 MB	11.7 GB	38 MB
149	07/ced3a9	39206150	NF_VEP:vep:splitVCF (147)	COMPLETED	0	2025-03-28 22:27:47.435	16m 59s	16m 32s	97.7%	26.6 MB	68.1 MB	11.7 GB	38.3 MB
180	e9/694401	39206373	NF_VEP:vep:splitVCF (178)	COMPLETED	0	2025-03-28 22:27:59.767	16m 47s	16m 11s	99.5%	26.2 MB	68.1 MB	11.7 GB	38.5 MB
188	a0/c71c8f	39207078	NF_VEP:vep:splitVCF (186)	COMPLETED	0	2025-03-28 22:28:37.425	16m 10s	16m	99.3%	26.9 MB	68.1 MB	11.7 GB	39.1 MB
187	18/4451a5	39207075	NF_VEP:vep:splitVCF (185)	COMPLETED	0	2025-03-28 22:28:37.277	16m 10s	15m 58s	99.3%	26.6 MB	68.1 MB	11.7 GB	39.3 MB
189	2b/1d1193	39207080	NF_VEP:vep:splitVCF (187)	COMPLETED	0	2025-03-28 22:28:37.577	16m 9s	15m 57s	99.3%	26.8 MB	68.1 MB	11.7 GB	38.8 MB
118	84/26ee9a	39205233	NF_VEP:vep:splitVCF (116)	COMPLETED	0	2025-03-28 22:26:58.088	17m 54s	17m 12s	93.5%	26.8 MB	68.1 MB	11.7 GB	38.7 MB
119	b9/7221a2	39205234	NF_VEP:vep:splitVCF (117)	COMPLETED	0	2025-03-28 22:26:58.238	17m 53s	17m 12s	93.4%	26.8 MB	68.1 MB	11.7 GB	38.8 MB
123	15/dc9fd1	39205775	NF_VEP:vep:splitVCF (121)	COMPLETED	0	2025-03-28 22:27:32.213	17m 25s	17m 6s	99.6%	26.4 MB	68.1 MB	11.7 GB	38.5 MB
156	cb/54c8e0	39206166	NF_VEP:vep:splitVCF (154)	COMPLETED	0	2025-03-28 22:27:48.447	17m 9s	16m 48s	99.7%	26.4 MB	68.1 MB	11.7 GB	39.2 MB
113	a4/2a68ba	39205074	NF_VEP:vep:splitVCF (111)	COMPLETED	0	2025-03-28 22:26:47.007	18m 15s	17m 50s	99.3%	26.8 MB	68.1 MB	11.7 GB	38.6 MB
117	05/a6110d	39205229	NF_VEP:vep:splitVCF (115)	COMPLETED	0	2025-03-28 22:26:57.663	18m 4s	17m 38s	95.5%	26.7 MB	68.1 MB	11.7 GB	38.3 MB
116	a9/fbfdd7	39205230	NF_VEP:vep:splitVCF (114)	COMPLETED	0	2025-03-28 22:26:57.900	18m 4s	17m 38s	95.5%	26.8 MB	68.1 MB	11.7 GB	38.5 MB
157	63/9a57e5	39206163	NF_VEP:vep:splitVCF (155)	COMPLETED	0	2025-03-28 22:27:48.286	17m 14s	16m 57s	99.2%	26.9 MB	68.1 MB	11.7 GB	39 MB
181	a3/aaf5cf	39206573	NF_VEP:vep:splitVCF (179)	COMPLETED	0	2025-03-28 22:28:11.836	17m 10s	16m 38s	99.4%	26.3 MB	68.1 MB	11.7 GB	38.5 MB
128	1c/08fdff	39205792	NF_VEP:vep:splitVCF (126)	COMPLETED	0	2025-03-28 22:27:33.301	18m 8s	17m 50s	98.1%	26.8 MB	68.1 MB	11.7 GB	40 MB
138	ac/ed4b0e	39205845	NF_VEP:vep:splitVCF (136)	COMPLETED	0	2025-03-28 22:27:34.913	18m 7s	17m 31s	99.3%	26.4 MB	68.1 MB	11.7 GB	38.4 MB
139	24/dc33c0	39205848	NF_VEP:vep:splitVCF (137)	COMPLETED	0	2025-03-28 22:27:35.103	18m 7s	17m 25s	96.1%	26.5 MB	68.1 MB	11.7 GB	37.8 MB
